gid,ws_cnt,found_age_1,found_age_2,found_age_3,found_age_4,found_age_5,found_age_6,runout_cnt,smbiz_yn_cnt,rpr_per_gender_m,rpr_per_gender_f,rpr_per_age_bin_10,rpr_per_age_bin_20,rpr_per_age_bin_30to50,rpr_per_age_bin_50over,sme_loan_cnt,sme_loan_y_1,sme_loan_y_2,sme_loan_y_3,sme_loan_y_4,sme_loan_y_5,sme_loan_y_6,sales_est_amt_201703,sales_est_amt_201706,sales_est_amt_201709,sales_est_amt_201712,sales_est_amt_201803,sales_est_amt_201806,sales_est_amt_201809,sales_est_amt_201812,sales_est_amt_201903,sales_est_amt_201906,sales_est_amt_201909,sales_est_amt_201912,sales_est_amt_202003,sales_est_amt_202006,sales_est_amt_202009,age10_ratio,age20_ratio,age30_ratio,age40_ratio,age50_ratio,age60_ratio,age70_ratio,indcd_a_yn,indcd_b_yn,indcd_c_yn,indcd_d_yn,indcd_e_yn,indcd_f_yn,indcd_g_yn,indcd_h_yn,indcd_i_yn,indcd_j_yn,indcd_k_yn,indcd_l_yn,indcd_m_yn,indcd_n_yn,indcd_o_yn,indcd_p_yn,indcd_q_yn,indcd_r_yn,indcd_s_yn,indcd_t_yn,indcd_u_yn
다사65ba20bb,5,0,1,1,0,0,3,0,4,2,3,0,0,4,1,2,0,0,1,0,1,0,106,195,293,134,149,944,890,777,624,1050,1117,841,681,885,980,3.5,10.33,22.93,29.22,17.87,2.39,4.11,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사65ba21aa,125,5,14,11,11,12,66,6,96,60,65,1,6,108,10,53,3,1,7,17,13,12,38175,42637,41947,42816,44548,44086,46192,51387,50161,43369,40037,40370,35227,31713,31110,0.96,6.12,18.09,47.23,14.95,5.24,3.21,,,Y,,,,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,,
다사65ba21ab,3,0,2,1,0,0,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,396,68,41,34,70,60,0,4,3.5,12.5,10,31,38.88,,,,,,,Y,,,,,,,Y,,,,,Y,,
다사65ba21ba,9,0,0,0,1,0,8,0,4,7,2,0,0,8,1,5,0,0,0,0,0,5,3173,3834,4316,7359,2226,5448,4597,6335,3188,7269,4905,6325,7366,7251,6457,0.03,3.06,17.15,16.9,20.6,6.73,3.4,,,,,,,Y,Y,Y,,,Y,,,,,,,,,
다사65ba21bb,34,0,3,2,2,2,23,2,25,17,17,0,1,31,2,11,0,2,2,2,2,3,15004,16799,16106,17847,17522,19578,20234,18970,18031,17012,16887,17043,15855,17686,17027,0.26,3.82,15.27,38.41,20.58,8.36,7.36,,,,,,,Y,,Y,,,,Y,Y,,Y,Y,Y,Y,,
다사65ba22ab,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,29,14,13,65,65,13,0,13,14,45,20,96,64,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사65ba22ba,12,0,1,0,0,0,10,1,9,5,7,0,0,10,2,8,0,2,0,3,1,2,4812,5700,5519,5879,6227,7206,6578,6099,5973,6874,7231,7379,6812,6482,6579,0.29,3.6,19.52,44.94,17.27,5.16,6.41,,,,,,Y,Y,,Y,,,,,,,Y,,,Y,,
다사65ba22bb,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,33.33,33.33,0,33.33,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사65ba23aa,2,0,0,0,0,0,2,0,1,0,2,0,0,2,0,1,0,0,0,1,0,0,792,998,1132,981,1064,1307,1103,1171,1115,1152,1218,1104,1376,1467,1289,0.03,9.87,18.87,18.6,13.17,24.1,6.27,,,,,,,Y,,,,,,,,,,,,,,
다사65ba23ab,5,0,0,0,2,1,2,0,4,1,4,0,0,5,0,1,0,0,1,0,0,0,91,133,697,590,564,529,707,1002,924,822,707,871,256,504,587,0,2.66,19.79,58.34,4.75,3.3,4.58,,,Y,,,,Y,,,,,,,,,Y,,,Y,,
다사65ba23ba,4,0,1,0,0,0,3,0,3,1,3,0,0,4,0,1,0,0,0,0,0,1,515,516,834,963,1664,1442,1350,1372,245,471,577,384,1626,1120,610,0,3.03,31.76,54.73,7.42,3.03,0,,,,,,,Y,,,,,,,,,Y,,,,,
다사65ba23bb,44,0,6,5,8,6,18,1,36,17,27,0,3,34,7,17,1,3,3,4,2,4,13323,13116,16102,17334,17129,20909,18549,22946,19333,19035,15970,17726,18196,16089,15495,0.4,2.76,11.83,40.04,19.73,10.51,9.32,,,Y,,,,Y,,Y,,,,Y,Y,,Y,Y,Y,Y,,
다사65ba24ba,109,3,21,10,8,8,55,4,67,56,53,0,6,92,11,51,2,2,6,14,11,16,43918,46250,44750,46947,51229,56378,48105,57656,60082,64431,67642,70317,57297,58446,52008,1.15,9.71,17.06,39.35,18.29,4.12,2.86,,,Y,,,,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,
다사65ba24bb,58,2,10,6,8,6,22,4,34,23,35,0,2,52,4,22,2,0,5,6,4,5,39872,42698,43980,49740,45391,47763,46831,48530,45061,43313,46495,53228,39726,44944,41669,0.54,9.66,20.26,30.99,16.65,4.41,2.17,,,Y,,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,
다사65ba25aa,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,0,0,21,68.5,10.5,0,0,,,,,,,,,,,,,,Y,,,,,,,
다사65ba25ab,90,2,4,10,7,6,60,1,59,50,40,0,2,71,17,37,2,1,3,13,6,12,32715,34128,36609,37728,37620,39629,38500,38202,33670,36576,33181,34428,35094,35456,37303,0.98,7.28,19.3,30.92,21.03,8.91,4.16,,,Y,,,,Y,,Y,,,,Y,Y,,Y,Y,Y,Y,,
다사65ba25ba,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,459,866,1110,633,523,599,373,721,484,980,1484,1539,396,1447,2164,0,0,53.8,37.67,0,1.07,0,,,,,,,,,,,,,,,,Y,,,,,
다사65ba25bb,28,1,5,5,1,3,13,0,20,16,12,0,2,21,5,14,1,0,0,5,1,7,8359,9437,9355,10228,8503,14254,14299,12716,11983,12320,14325,14587,15265,19181,17551,0.24,3.56,14.78,32.62,23.49,10.45,4.15,,,Y,,,,Y,,Y,,Y,,Y,,,Y,,Y,Y,,
다사65ba26aa,28,1,6,4,1,2,12,2,24,14,14,0,3,24,1,13,1,2,3,3,2,2,3099,3995,4923,7118,6104,6237,6133,6361,6993,7509,7409,7935,7407,7194,7421,0.14,4.6,15.4,46.58,18.79,5.81,2.15,,,,,,Y,Y,,Y,,,,Y,,,Y,,Y,Y,,
다사65bb02bb,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,271,267,733,706,504,691,395,840,337,884,422,1206,820,1771,152,0,44.4,36.67,10.33,6.87,0.2,0,,,,,,,Y,,,,,,,,,,,,,,
다사65bb03aa,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,360,512,440,228,0,55,176,223,209,53,615,685,395,482,518,0.5,15.43,36.29,22.07,10.36,1.14,0.86,,,,,,,,,Y,,,,,,,,,,,,
다사65bb13ba,2,0,0,0,0,0,2,0,2,2,0,0,0,1,1,1,0,0,0,1,0,0,311,203,84,188,226,403,22,149,306,107,61,57,7,69,184,0,16.21,16.89,12.57,14.32,8.43,0.11,,,,,,,Y,,Y,,,,,,,,,,,,
다사65bb13bb,11,9,0,0,0,0,0,2,0,8,3,0,1,10,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7009,10052,0.05,8.73,42.14,28.32,7.09,3.95,0.73,,,,,,,Y,,Y,,,,,,,,,,,,
다사65bb14ab,2,0,1,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,114,110,156,101,0,0,0,0,0,41,517,524,573,553,0.78,8.67,28.11,41.78,15.22,1.78,0.11,,,,,,,Y,,,,,,,Y,,,,,,,
다사65bb14ba,2,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,5,139,19,45,10,69,50,225,9,27,28,10,36,94,87,0,0.71,23.88,15,15.18,5.53,0,,,,,,,,,Y,,,Y,,,,,,,,,
다사65bb14bb,3,0,0,0,0,0,3,0,2,1,2,0,0,1,2,0,0,0,0,0,0,0,615,927,1063,938,1106,2013,1673,2218,2112,3167,2457,2563,2030,2783,1681,0,4.2,30.14,27.57,17.39,5.82,2.05,,,,,,,,,Y,,,,,,,,,,Y,,
다사65bb17aa,2,1,0,0,1,0,0,0,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,46,0,70,0,37,102,0,1.4,17.2,10.8,0.2,9.8,0.4,,,,,,,Y,,,,,,,,,Y,,,,,
다사65bb17ab,21,2,1,1,3,2,10,2,16,8,13,0,2,18,1,3,0,0,1,1,1,0,2534,3197,3001,2661,2712,2842,3286,3213,3618,3246,3816,3801,4619,3792,4083,0.21,2.04,18.69,47.56,12.89,4,3.19,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사65bb17ba,10,0,0,4,1,1,3,1,8,8,2,0,0,7,3,2,0,0,1,1,0,0,1561,2509,1498,1829,1573,2745,3922,4280,3839,4560,5529,5759,5580,5613,4931,0.43,13.69,15.12,23.06,21.9,9.14,1.61,,,,,,,Y,,Y,,,,,,,,,Y,Y,,
다사65bb18bb,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3392,5345,4859,3173,4490,4058,5860,3441,5050,5953,5268,4177,7312,2.46,23,10.92,27.77,33.08,1.15,0.46,,,,,,,,,,,,,,,,Y,,,,,
다사65bb19aa,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,870,797,923,1281,1234,1391,563,757,655,808,629,650,461,0.15,1.23,13.31,30.31,18.31,10.77,3.54,,,,,,,,,Y,,,,,,,,,,,,
다사65bb19ab,3,0,1,1,0,0,1,0,3,0,3,0,0,3,0,1,0,0,1,0,0,0,0,101,14,14,0,0,0,0,0,0,0,43,0,65,22,0,0,16.67,69,0,0,0,,,,,,,,,,,,,,,,Y,,Y,Y,,
다사65bb19ba,9,2,4,2,0,0,0,1,5,6,3,0,1,8,0,2,0,0,0,0,1,1,0,0,0,0,986,3966,3542,3153,3332,3321,3568,4593,4025,4738,4463,0.4,16.65,33.6,19.05,18.78,4.85,1.47,,,,,,,Y,,Y,,,,,,,,Y,,Y,,
다사65bb19bb,38,0,4,3,7,4,17,3,32,15,23,0,1,32,5,6,0,1,0,1,2,2,7434,7119,6507,6796,10514,11865,11276,12184,13071,14365,13281,13151,12463,12938,11095,0.64,8.62,16.59,27.94,24.5,8.02,2.36,,,,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사65bb20aa,11,0,1,1,0,2,7,0,10,8,3,0,0,9,2,3,1,0,0,1,0,1,797,533,561,851,554,204,248,1025,979,580,503,739,588,449,474,0.31,5.01,17.33,17.46,16.93,3.61,2.55,,,Y,,,,Y,,Y,,,,,,,,,Y,Y,,
다사65bb20ab,39,3,3,3,4,3,22,1,23,19,20,0,1,31,7,14,1,0,3,1,4,5,17377,19390,19536,19330,19290,20833,22475,22927,19863,21005,21617,21379,18694,19734,20026,0.39,8.46,18.32,26.47,22.65,7.57,2.5,,,,,,,Y,,Y,,Y,,,,,,,Y,Y,,
다사65bb20bb,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,156,0,0,2.5,20,18,34,20.5,3.5,0.5,,,,,,,Y,,,,,,,,,,,,,,
다사65bb21aa,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,389,552,558,563,383,0,0,0,148,512,529,317,328,298,453,0,0,98.92,1.08,0,0,0,,,,,,,,,,,,,,,,,Y,,,,
다사65bb21ba,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1337,1213,1271,0,5,20.25,32.75,22.25,4.75,3.25,,,,,,,,,Y,,,,,,,,,,,,
다사65bb21bb,28,0,2,4,7,1,14,0,24,8,20,0,1,20,7,8,1,0,1,1,4,1,2464,3502,6542,6142,7073,7003,7039,6963,7102,7817,7349,7613,6783,6442,6115,0.78,6.31,17.56,32.62,20.41,8.98,5.19,,,Y,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사65bb22aa,5,0,1,2,1,0,1,0,5,2,3,0,0,3,2,2,1,0,1,0,0,0,15,0,2,63,29,15,24,128,141,380,268,200,89,148,205,0.19,8.65,16.87,38.97,22.71,4.77,5.48,,,Y,,,,Y,,Y,,,,,,,,,,Y,,
다사65bb22ba,5,0,2,1,0,0,0,2,5,1,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,168,43,248,330,219,329,381,1.06,1.22,7.44,42.56,27.28,11.56,2.44,,,,,,,Y,,,,,,,Y,,Y,,,,,
다사65bb23aa,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3947,3793,3475,6154,4084,4015,3317,5299,4448,4781,3671,4049,1811,1848,1625,0,2,5.53,7.73,9.73,5.27,9.07,,,,,,,,,Y,,,,,,,,,,,,
다사65bb23ba,2,0,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,171,1170,1712,1966,2055,2424,2361,2584,2580,2853,2706,2512,2982,3146,0.35,21.15,22,14.45,24,6.35,7.35,,,,,,,Y,,,,,,,,,,,,,,
다사65bb24ab,6,0,1,1,0,0,4,0,5,4,2,0,0,5,1,2,0,0,0,1,0,1,138,155,179,147,140,213,76,113,111,198,122,734,2051,1777,1952,0.35,2.59,18.73,40.94,21.43,4.48,4.08,,,,,,,Y,,,,,,Y,,,Y,,,Y,,
다사65bb24ba,263,7,30,35,29,25,127,10,184,125,138,0,9,233,21,109,6,4,16,29,21,33,117646,142341,147707,150960,152182,152559,160491,157229,165540,165304,157545,164435,147604,139589,143149,0.73,4.98,16.92,47.05,17.08,4.62,3.57,,,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,
다사65bb24bb,4,0,0,1,0,0,3,0,4,2,2,0,1,3,0,0,0,0,0,0,0,0,873,331,325,350,418,811,858,1009,1096,807,714,585,526,671,617,0,1.78,50.49,23,7.22,1.39,0.27,,,,,,,,,,,,,,,,Y,Y,,Y,,
다사65bb25aa,10,0,3,0,3,0,4,0,8,3,7,0,0,9,1,4,0,0,1,1,1,1,2231,2771,2156,3064,3330,4004,2966,3515,4075,5004,4233,4187,3514,3818,3498,0.38,2.46,19.53,58.57,10.3,2.57,0.87,,,,,,,Y,,Y,,,,,Y,,Y,,,Y,,
다사65bb25ab,36,2,2,4,3,1,24,0,26,13,23,0,1,29,6,11,1,0,1,3,2,4,8501,9334,9318,11045,9417,9475,11172,11289,11216,11804,11295,11369,11356,11653,11785,0.72,6.82,22.37,34.37,18.71,7.39,3.08,,,Y,,,Y,Y,,Y,,,,,Y,,Y,Y,Y,Y,,
다사65bb25ba,105,4,13,15,7,9,55,2,77,56,49,0,8,87,10,36,3,2,5,10,9,7,22499,21175,24003,23784,26123,25706,24880,28644,29976,29534,28732,31647,29224,29712,24420,0.4,6.18,18.03,35.77,20.4,7.59,5.3,,,,,,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,
다사65bb25bb,2,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62,120,135,149,136,119,117,135,105,114,157,0,4.5,8.21,26.07,10.36,4.64,3.71,,,,,,,Y,,Y,,,,,,,,,,,,
다사65bb26aa,6,0,1,0,0,1,4,0,4,3,3,0,1,5,0,5,1,0,0,1,1,2,2190,3010,2951,2838,2448,2954,4417,3108,2452,3215,3218,2648,2259,3580,3234,0.46,5.2,13.27,41.14,21.2,8.73,3.44,,,Y,,,,Y,,,,,,,,,Y,,,,,
다사66aa13ba,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,72,217,333,217,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사66aa13bb,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,141,1492,794,531,258,1128,435,415,237,1160,780,611,147,424,558,0,1.67,7.87,22.8,24.67,14.6,7.33,,,,,,,Y,,,,,,,,,,,,,,
다사66aa14ba,2,0,0,0,0,0,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,114,170,236,102,3,166,131,83,0,21,35,48,24,5,33,0,0.88,6.67,50.96,26.88,2.42,0,,,,,,,,,Y,,,,,,,Y,,,,,
다사66aa14bb,3,0,0,0,0,0,3,0,3,2,1,0,0,2,1,0,0,0,0,0,0,0,472,461,578,593,521,499,477,374,398,502,493,466,324,195,162,0,3.79,45.1,13.21,2.52,0,0,,,,,,,Y,Y,,,,,,,,Y,,,,,
다사66aa16aa,7,0,2,0,2,1,2,0,5,3,4,0,0,6,1,2,0,0,1,1,0,0,0,129,484,668,627,623,648,642,1672,2558,3229,4927,4262,5272,5539,0.67,5.23,18.05,49.35,12.98,4.23,1.4,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사66aa16bb,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Y,,
다사66aa17aa,3,0,1,0,0,1,1,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,51,181,130,492,350,396,0,0,0,93,7,0,0,,,,,,,Y,,,,,,,Y,,Y,,,,,
다사66aa17ab,42,1,0,4,3,4,28,2,31,20,22,0,2,35,5,16,1,0,2,6,4,3,12043,12650,13180,15116,16379,15509,15079,15620,14638,15836,15667,14429,14678,14432,16009,0.2,4.05,15.14,40.53,19.92,6.97,5.88,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사66aa17ba,3,0,0,0,0,0,3,0,2,2,1,0,0,3,0,2,0,0,0,1,0,1,802,851,982,977,1114,1063,1176,1365,1295,1230,1207,1186,1429,1454,1333,0.29,6.76,22.09,28.65,16.62,4.32,4.62,,,Y,,,,,,Y,,,,,,,,,,Y,,
다사66aa19ab,12,0,9,3,0,0,0,0,10,2,10,0,0,12,0,6,0,0,2,3,1,0,0,0,0,0,0,0,36,332,2505,4956,5169,5770,4686,5190,4968,0.35,4.38,42.07,41.14,6.57,2.26,0.46,,,,,,,Y,,,,,,,,,Y,Y,,Y,,
다사66aa19ba,4,1,1,2,0,0,0,0,3,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,90,108,112,164,64,197,289,0.08,0.33,31.33,49.25,12.08,2.5,1.58,,,,,,,Y,,,,,,,,,Y,,,,,
다사66aa19bb,17,0,4,3,0,2,7,1,13,7,10,0,0,13,4,10,2,0,4,0,2,2,3641,6721,7313,5758,4939,8010,7867,7799,6686,10234,10290,8968,6344,9957,9512,0.14,6.19,12.03,19.39,22.54,7.01,3.94,,,,,,,Y,,Y,,,,,Y,,,Y,Y,Y,,
다사66aa20aa,2,0,1,0,1,0,0,0,2,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,61,220,162,97,108,0,0,0,9,33.44,2,0,0,,,,,,,,,,,,,,,,,,,Y,,
다사66aa21aa,11,0,1,0,2,0,8,0,10,4,7,0,0,9,2,2,0,0,1,1,0,0,4267,4185,3994,4171,4300,4194,4183,4654,4693,5191,4608,4754,4787,4863,4798,0.28,3.39,22.63,43.76,15.83,6.71,4.2,,,Y,,,,Y,,Y,,,,,Y,,Y,,,Y,,
다사66aa21ab,4,0,0,0,1,0,3,0,4,0,4,0,0,4,0,1,0,0,0,0,1,0,251,223,341,377,233,341,211,305,213,280,221,396,115,186,320,0,0.51,25.51,53.21,18.11,2.7,0,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사66aa21ba,28,1,2,2,1,1,20,1,24,10,18,0,1,22,5,12,1,1,3,4,0,3,4740,4036,4441,3965,3967,4482,3760,5125,6250,4076,5564,8058,6948,4258,4503,0.22,5.22,27.89,41.35,8.97,2.24,1.62,,,Y,,,Y,Y,,Y,,,,,,,Y,,Y,Y,,
다사66aa21bb,77,3,6,7,8,7,45,1,54,37,40,0,3,60,14,20,1,0,2,6,3,8,13574,17062,20035,22852,20365,24364,23914,26054,24107,24512,23523,26721,23716,26794,24963,0.72,4.31,13.02,28.39,22.04,11.34,7.47,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사66aa22aa,6,0,0,0,1,1,4,0,6,2,4,0,0,6,0,2,0,1,0,1,0,0,645,826,1063,748,676,856,875,886,738,393,578,464,337,944,602,4.38,7.7,14.87,21.95,25.16,9.14,5.37,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사66aa22ba,6,0,2,0,1,0,2,1,5,1,5,0,0,6,0,2,1,0,0,0,1,0,513,477,475,639,523,747,715,681,667,632,670,843,838,1022,984,0.23,6.56,13.09,33.04,29.26,6.77,6.26,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사66aa24aa,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,28,0,72,5,0,62,0,0,0,110,72,0,4,9,3,0,0,2.89,27.11,52.67,6.22,0,,,,,,,Y,,,,,,,,,,,,,,
다사66aa24ab,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,7,0,0,0,0,0,0,0,0,34.67,65.33,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사66aa24ba,8,0,1,0,0,2,4,1,5,3,5,0,0,8,0,4,0,0,1,0,0,3,4010,3417,4256,2750,2726,3056,2609,2942,3243,2916,3115,2097,2060,1949,1634,0.46,4.44,13.11,43.91,27.75,1.98,2.56,,,,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사66aa24bb,6,0,0,2,2,0,2,0,6,2,4,0,0,6,0,4,1,0,2,1,0,0,407,423,430,787,1308,1050,766,957,1335,1082,806,712,664,487,540,0,3.33,24.46,55.84,12.3,3.67,0.26,,,,,,,Y,,,,,,,,,Y,,Y,Y,,
다사66aa25aa,8,1,0,1,1,1,4,0,7,1,7,0,1,7,0,1,0,1,0,0,0,0,2850,3405,2757,2597,2767,3273,3015,3815,3687,2998,3291,2851,2533,2236,1907,0.27,0.8,19.31,40.47,10.23,6.18,17.84,,,,,,,Y,,,,,,,Y,,Y,,,Y,,
다사66aa25ab,40,0,6,4,6,4,18,2,33,17,23,0,2,34,4,16,2,1,2,7,3,1,8289,11402,12271,12626,13551,13693,13535,14117,13231,13336,11860,13747,11754,12801,12250,0.32,4.1,24.98,41.3,14.69,4.48,2.39,,,Y,,,,Y,Y,Y,Y,,Y,,Y,,Y,Y,,Y,,
다사66aa25ba,20,0,0,2,1,5,11,1,16,11,9,0,0,19,1,8,0,0,0,1,4,3,7225,5821,6134,6804,9278,10698,11972,8878,9275,11896,9407,6238,8633,9201,6041,0.61,8.26,20.34,34.05,17.35,8.27,3.09,,,Y,,,,Y,,Y,,,,,Y,,Y,Y,,Y,,
다사66aa25bb,36,0,5,2,6,3,20,0,25,18,18,0,0,30,6,12,2,1,1,5,2,1,13558,18895,19138,18029,17047,16358,17588,17022,16423,21204,23231,19925,15889,18701,18028,0.36,5.67,14.77,29.58,20.64,7.74,6.6,,,Y,,,Y,Y,,Y,Y,,,Y,,,Y,Y,Y,Y,,
다사66aa26aa,3,0,1,0,0,0,2,0,2,1,2,0,0,2,1,2,1,0,1,0,0,0,384,66,132,96,114,123,137,156,109,143,138,104,85,73,101,0.19,8.43,31.76,18.38,8.95,6.52,0.33,,,,,,,Y,,Y,,,,,,,,,,,,
다사66ab01ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,356,363,0,29,43,19,21,32,0,0,0,0,0,131,61,0,11.11,0,56.11,23.78,8.11,0,,,,,,,Y,,,,,,,,,,,,,,
다사66ab14aa,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,352,497,370,580,320,533,455,0.38,8.75,38.13,29.25,14.88,4.38,0.75,,,,,,,,,,,,,,,,,,,Y,,
다사66ab15bb,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,43,287,0,33.33,0,0,33.33,33.33,0,,,Y,,,,,,,,,,,,,,,,,,
다사66ab16aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,192,198,155,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사66ab16ba,3,0,1,0,0,1,1,0,3,2,1,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,14,106,50,68,33,27,113,0,10,103,12,0,0,13.82,21.64,33.36,9.64,12.55,,,Y,,,Y,Y,,,,,,,,,,,,,,
다사66ab16bb,2,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,677,0,4,0,0,947,638,0,432,0,184,0,0,20,0,0,12.5,12.5,0,0,0,,,,,,,Y,,,,,,Y,,,,,,,,
다사66ab17aa,22,1,3,2,2,2,10,2,21,5,17,0,1,17,4,7,0,2,1,3,0,1,876,1080,799,723,743,1307,1316,1782,2099,1606,2395,1850,1777,1639,1730,0.48,1.92,26.53,44.5,15.76,5.03,1.21,,,,,,,Y,,Y,,,,Y,,,Y,Y,,Y,,
다사66ab17ab,38,1,3,7,6,3,18,0,30,17,21,0,3,33,2,9,0,1,3,3,2,0,6607,7113,7713,9696,9194,9716,9352,10385,9910,10362,10770,11486,8383,8765,8125,0.41,3.31,13.7,40.8,23.07,7.67,2.76,,,Y,,,,Y,,Y,,,,,,,Y,Y,Y,Y,,
다사66ab19ab,10,2,2,5,0,0,1,0,8,5,5,0,0,10,0,3,1,0,0,1,1,0,0,0,0,0,0,0,29,116,456,830,956,693,1591,2051,2333,0.43,4.45,51.72,36.64,3.11,0.83,1.38,,,,,,,Y,,,,,,,,,Y,,Y,,,
다사66ab19ba,3,0,0,1,0,0,2,0,1,2,1,0,0,2,1,2,0,0,0,1,0,1,3236,3488,4194,4353,4239,3889,4681,5722,6711,8069,7392,7931,6180,8701,9889,0.34,5.84,15.68,34.58,18.97,6.82,1.68,,,,,,,Y,,,,,,,,,,,Y,Y,,
다사66ab20ab,2,0,0,1,0,0,1,0,1,0,2,0,0,2,0,1,0,0,0,0,1,0,30,217,121,128,46,257,141,141,722,1264,982,295,306,497,181,2.83,12.43,8.26,17.7,9.78,4.61,23.65,,,,,,,,,Y,,,,,,,,,,Y,,
다사66ab21aa,5,0,0,1,1,0,3,0,4,2,3,0,0,5,0,2,0,0,0,1,0,1,1112,1111,1010,977,1315,1579,1728,1992,2692,2589,2586,2130,2193,2173,1938,0.39,3.84,27.11,48.8,8.93,4.34,3.28,,,,,,,Y,,,,,,,,,Y,,,Y,,
